name,city,country,latitude,longitude,type
SQ9HHV,,,50.09016275,18.2223811,LEO Ground Station
TerryYoung,,,51.77055,0.79838,LEO Ground Station
F4HTN,,,50.433,2.934,LEO Ground Station
W6LHI one,,,36.981,-122.026,LEO Ground Station
LunAres-UHF,,,53.175,16.726,LEO Ground Station
K4CKB,,,35.75,-78.66,LEO Ground Station
M7SLI - Omni145,,,52.77709,-0.38042,LEO Ground Station
YG3FXC,,,-7.3125,112.7083,LEO Ground Station
2E1CUT,,,51.407,-1.25,LEO Ground Station
BV5PD,,,23.718963,120.539151,LEO Ground Station
Test,,,41.4,2.16,LEO Ground Station
MidMarylandFixedAnt1,,,39.3076,-77.0297,LEO Ground Station
KTH MIST Ground Station,,,59.35,18.072,LEO Ground Station
KI4AOA,,,37.404,-79.186,LEO Ground Station
F5UII,,,47.74015,7.36,LEO Ground Station
Northeast Sat Listening Post / AG1A,,,42.609,-71.422,LEO Ground Station
CSF UCF,,,28.559,-81.186,LEO Ground Station
PA5JK,,,52.70291,5.293987,LEO Ground Station
SQ3DHO Ground Station #2,,,52.415,16.828,LEO Ground Station
House_station,,,19.504,-98.807,LEO Ground Station
Nubes,,,19.3453,-99.16,LEO Ground Station
PA5OXW-Test,,,50.904,5.78,LEO Ground Station
Kermit's Freehold,,,39.107,-76.874,LEO Ground Station
KD9ODH,,,42.55675,-87.86922,LEO Ground Station
SMPi,,,33.1474,-117.16323,LEO Ground Station
Bottrop Satellite Ground Station,,,51.599,6.901,LEO Ground Station
Talos,,,40.99215,22.870941,LEO Ground Station
F1ROE,,,45.98,4.21,LEO Ground Station
GG87ja,,,-22.978983,-43.23574,LEO Ground Station
OH2UDS-HS-MarsOnEarthProject-2-Finland,,,60.163,24.688,LEO Ground Station
SQ8IJN,,,49.626224,21.823517,LEO Ground Station
SIA GS NEW,,,41.89306,12.48278,LEO Ground Station
Dominique Gering,,,49.997535,5.062219,LEO Ground Station
IGOSAT_UP,,,48.8125,2.375,LEO Ground Station
F4IQE,,,48.064,-3.412,LEO Ground Station
ON4DAK,,,50.869,3.151,LEO Ground Station
MXL-PM-1,,,42.398775,-83.935688,LEO Ground Station
BOULNAT-test,,,50.828,4.371,LEO Ground Station
Picksat,,,53.29,-2.477,LEO Ground Station
DEPS2,,,47.532,21.67,LEO Ground Station
Peach Mountain Station,,,42.294762,-83.710696,LEO Ground Station
USU GAS Yagi Fixed SW,,,41.744,-111.805,LEO Ground Station
NA5SS,,,35.270367,-106.6303,LEO Ground Station
DS1,,,53.272,-4.167,LEO Ground Station
Biblioteca de Santiago,,,-33.444,-70.679,LEO Ground Station
ncap,,,33.5172,-111.9142,LEO Ground Station
initium,,,6.238,-75.55,LEO Ground Station
DV1YKL,,,14.565,121.02,LEO Ground Station
NA5SS,,,45.7977,-122.72149,LEO Ground Station
Rowhedge,,,51.858,0.947,LEO Ground Station
SY1DNT VHF,,,37.938,23.762,LEO Ground Station
KD9QOG,,,41.598,-86.24,LEO Ground Station
Alzey_DB1ID,,,49.739073,8.108058,LEO Ground Station
OZ1SEJ-2,,,55.785234,12.32577,LEO Ground Station
NEPAL-PQ1,,,27.633306,85.416665,LEO Ground Station
PA5OXW Yagi MASTPRO 2X2/70,,,50.904153,5.78026,LEO Ground Station
Storm's Station - West MI,,,42.999414,-85.823458,LEO Ground Station
Schönherz Dormitory,,,47.472784003307275,19.052774096260446,LEO Ground Station
YD3AGU,,,-7.31885,112.72082,LEO Ground Station
Picksat 2,,,53.29,-2.477,LEO Ground Station
IK0USO,,,41.9,12.42,LEO Ground Station
Torrelavega,,,43.3643,-4.0448,LEO Ground Station
G7UOD,,,52.04,-0.694,LEO Ground Station
Xberg,,,52.49415248798225,13.402708224103694,LEO Ground Station
KMSL GS,,,35.137051,126.92846,LEO Ground Station
VK6KAI,,,-32.08,115.857,LEO Ground Station
VK6KA,,,-35.09,117.938,LEO Ground Station
"OK1IN, Slany",,,50.1894703,13.9993081,LEO Ground Station
KSU,,,24.72306,46.617443,LEO Ground Station
IK2VUA,,,45.8011,9.8438,LEO Ground Station
UOM Testing,,,35.896,14.475,LEO Ground Station
markunca base,,,49.90294,14.03796,LEO Ground Station
OM5KV,,,47.77461,18.09257,LEO Ground Station
7Z1SJ,,,25.271,45.875,LEO Ground Station
JJ1TBC_on_roof_of_teTra_aviation,,,35.8236508,139.6334973,LEO Ground Station
Goldford M0ROJ,,,53.0668,-2.7432,LEO Ground Station
soletop-dipole,,,36.393037,127.404503,LEO Ground Station
Sky1,,,26.0662,-80.2949,LEO Ground Station
JR-CHI-SN01,,,41.748194,-87.727111,LEO Ground Station
Max,,,18.568437,98.867831,LEO Ground Station
PQ2HX - Hermes,,,-10.7137,-48.3869,LEO Ground Station
SKITRAC,,,13.0553,80.2496,LEO Ground Station
HS0AK,,,13.819071,100.513699,LEO Ground Station
Groundstation Villa Elisa,,,-34.851452,-58.087396,LEO Ground Station
IU2JWG - San Siro Space Ground Station OMNI,,,45.481376,9.118242,LEO Ground Station
amzogh,,,33.9125109,-6.1978139,LEO Ground Station
"Radioklub, Gyongyos",,,47.782554,19.928777,LEO Ground Station
sdca-1,,,32.971,-117.081,LEO Ground Station
test_test,,,55.850368,37.578181,LEO Ground Station
VHF Liptov,,,49.052,19.398,LEO Ground Station
RX Costa Brava,,,41.79161,3.027917,LEO Ground Station
RISE_GS_0,,,44.349981,26.031099,LEO Ground Station
Grassator,,,49.257,12.969,LEO Ground Station
PD5TE,,,52.069,4.52,LEO Ground Station
Test,,,46.00075,5.9068,LEO Ground Station
Langhecke,,,50.3884,8.2852,LEO Ground Station
PC4L,,,51.4901,3.8236,LEO Ground Station
M0ZJO Ground Station 2 - AHT,,,51.242,-0.751,LEO Ground Station
1285NGR,,,40.472671,22.960373,LEO Ground Station
Dalriada,,,55.939,-4.209,LEO Ground Station
Buran's satellite control center,,,50.843119,20.63998,LEO Ground Station
ITSDLab SatNOGS,,,35.137065,126.928298,LEO Ground Station
SpaceJLTZ,,,19.061488,-98.2755,LEO Ground Station
mm5aes-1,,,55.899,-3.692,LEO Ground Station
F4IMT,,,48.734,1.695,LEO Ground Station
VK4JAS,,,-27.20937,153.006546,LEO Ground Station
ZR6AIC Ground Station,,,-26.285298,28.070619,LEO Ground Station
ea6/ei8fdb,,,39.57267,2.6698,LEO Ground Station
DM4GO,,,52.5248,13.1144,LEO Ground Station
OM7TEK-1,,,48.747,19.141,LEO Ground Station
Lexington SC,,,34.0049,-81.2779,LEO Ground Station
Lab38,,,42.07,-72.62,LEO Ground Station
Leon Fourie,,,51.2083,-102.4873,LEO Ground Station
AU_Grundstation_Prototype,,,56.1629,10.2039,LEO Ground Station
SP7THR-TEST,,,50.567,22.074,LEO Ground Station
Test Project,,,43.614,7.07,LEO Ground Station
G0LGS,,,51.883,-2.1,LEO Ground Station
PE0SAT-13,,,51.721268,5.029,LEO Ground Station
USU GAS,,,41.744,-111.805,LEO Ground Station
M1SJE,,,52.666,-1.14,LEO Ground Station
V-dipole,,,60.775355,46.33,LEO Ground Station
KA1SRS_VU,,,41.8183,-73.12314,LEO Ground Station
krawarree,,,-35.766,149.766,LEO Ground Station
df1vb_omni,,,51.5027,7.4577,LEO Ground Station
Tsukuba-UHF-Yagi,,,36.085,140.109,LEO Ground Station
Caignac,,,43.31963,1.71052,LEO Ground Station
DO9KAS,,,52.343,9.707,LEO Ground Station
tinyEye,,,53.440572,14.449649,LEO Ground Station
KN4OWC,,,38.5,-82.64,LEO Ground Station
Canberra ACT,,,-35.2127,149.071,LEO Ground Station
WSP19N,,,52.217,5.454,LEO Ground Station
df1vb_omni_2,,,51.5027,7.4577,LEO Ground Station
Ground Station,,,48.297298,14.424257,LEO Ground Station
OZ9ZL,,,55.945403,11.889439,LEO Ground Station
SanoSat-1: Kathmandu University Robotics Club,,,27.6182,85.5374,LEO Ground Station
SQ8IJN-Oscar100,,,49.626316,21.823492,LEO Ground Station
Test station,,,52.730708,15.220422,LEO Ground Station
M1TLK,,,52.004,-0.992,LEO Ground Station
Luis,,,9.859587,-83.904161,LEO Ground Station
ncd,,,27.313445,-82.457548,LEO Ground Station
OM7AAK-Kov,,,48.599,19.105,LEO Ground Station
Miki,,,41.8959,1.875,LEO Ground Station
SF1,,,35.698,-105.964,LEO Ground Station
PU3DRO,,,-30.731643,-55.390872,LEO Ground Station
LZ1NY,,,42.686255,23.257246,LEO Ground Station
KYTECH_Highschool,,,35.638,140.105,LEO Ground Station
TI3IES/2,,,9.97,-83.99,LEO Ground Station
HS8KF,,,8.98858,99.324964,LEO Ground Station
VE2CEV - VHF - UHF,,,45.31032,-73.744785,LEO Ground Station
Sines,,,37.95992,-8.85089,LEO Ground Station
Goldrak,,,39.4899,-8.5483,LEO Ground Station
INOP_42,,,47.856111,11.482222,LEO Ground Station
Mogielnica - S-band,,,49.979,21.913,LEO Ground Station
Francis Ground Station,,,31.76764,-106.43497,LEO Ground Station
nCAP2,,,40.513,-111.401,LEO Ground Station
Northern TAMATAMA Sta.,,,35.77026,139.472888,LEO Ground Station
Ayr South Astro School,,,55.427,-4.622,LEO Ground Station
SP6HFE-UHF,,,51.034,17.131,LEO Ground Station
Inti02,,,12.141,-68.92,LEO Ground Station
VK5DMC,,,-33.193275,138.00191,LEO Ground Station
capper,,,-33.8603,151.0236,LEO Ground Station
Campus Zuid test Ekeren,,,51.2027778,4.38972223,LEO Ground Station
TriSept-2,,,39.134,-77.756,LEO Ground Station
Luis TI3LRR,,,9.859,-83.904,LEO Ground Station
TB4DMH-Kiziltoprak,,,36.894,30.726,LEO Ground Station
Bob Nagy,,,34.469,-93.027,LEO Ground Station
JITSAT,,,12.889627,79.874094,LEO Ground Station
RGDelta,,,39.117586,-84.43976,LEO Ground Station
f8avp,,,45.379,4.823,LEO Ground Station
swl38,,,45.382,4.824,LEO Ground Station
OsmnTrgt_TA2RTO,,,41.45204,31.76209,LEO Ground Station
ve3gtc,,,45.3,-75.3,LEO Ground Station
Test Station,,,1.343,103.681,LEO Ground Station
Kevin_Testing,,,25.024516,121.527312,LEO Ground Station
PMD-UHF,,,53.442,-7.91,LEO Ground Station
Sangli Ground Station,,,16.88867,74.5816,LEO Ground Station
Vickram Mungul,,,-20.1654,57.4896,LEO Ground Station
9W8DNX,,,4.3125,113.9583,LEO Ground Station
dev2_Utest,,,4.134158,-73.620425,LEO Ground Station
SEB21,,,47.31663,5.036846,LEO Ground Station
K0RET-1,,,35.15,-90.011,LEO Ground Station
N4BDH,,,36.765,-76.33,LEO Ground Station
G6SGA,,,53.0751,-2.257871,LEO Ground Station
"WO3T, Carm",,,40.45471,-78.21322,LEO Ground Station
Dhones Paulo,,,-4.357045,-39.305802,LEO Ground Station
LSat1,,,30.455,-86.91,LEO Ground Station
SQ2WPK,,,52.118,21.022,LEO Ground Station
KC9XG,,,41.5722,-88.055,LEO Ground Station
i8fuc,,,40.645,14.409,LEO Ground Station
Cascade Shores GS,,,39.265166359707244,-120.91183241188791,LEO Ground Station
VU2LBW,,,12.891242,77.6003,LEO Ground Station
KO4BHX - Rougemont - NC - USA,,,36.227,-78.943,LEO Ground Station
UTAT Heron Mk2,,,44.651,-79.801,LEO Ground Station
HI8DGS,,,18.513805,-69.9824,LEO Ground Station
Tinybox,,,53.426539,-2.172211,LEO Ground Station
S57NML,,,46.500001,14.1554,LEO Ground Station
S57NML,,,46.166667,14.16666,LEO Ground Station
S57NML,,,46.166666,15.16667,LEO Ground Station
"Jandira, Brazil - PU2TKN",,,-23.536751,-46.901988,LEO Ground Station
NASA D-NAT LoRaWAN,,,37.34193,-122.00508,LEO Ground Station
Home,,,44.93953,-85.372279,LEO Ground Station
LA7QTA,,,59.662,10.641,LEO Ground Station
kg4zie-satnogs1,,,36.004,-86.722,LEO Ground Station
FCNA2021-1,,,42.563,-83.154,LEO Ground Station
kg4zie-satnogs2,,,36.145,-86.793,LEO Ground Station
GS_SKRA,,,53.349,-6.279,LEO Ground Station
MAUFOX,,,-20.258061,57.474033,LEO Ground Station
VU2CWP,,,10.35,79.37,LEO Ground Station
W0DHB,,,40.10417,-105.125,LEO Ground Station
Mainz135,,,49.977285,8.231502,LEO Ground Station
QFH RX (F4IXT from LATMOS),,,48.778,2.0486,LEO Ground Station
Test :),,,35.038,-80.795,LEO Ground Station
DW9ILX,,,6.7394,125.3557,LEO Ground Station
"VE2TCP, UHF/UHF Vertical",,,45.5107296,-73.506477,LEO Ground Station
SQ6SKR WRO,,,51.099,17.076,LEO Ground Station
Primary,,,35.066,-106.615,LEO Ground Station
RETIRED - Teegan Station,,,40.03241,-105.24567,LEO Ground Station
JN 13 DG,,,43.26747,2.28926,LEO Ground Station
R2SCN_GS,,,54.62,39.768,LEO Ground Station
ground test,,,30.32365,-81.55108,LEO Ground Station
test1,,,39.57,116.21,LEO Ground Station
l3an3r-gs,,,42.3314,-83.0458,LEO Ground Station
Feodosia,,,45.031999,35.381342,LEO Ground Station
AB3ZW,,,39.47224,-76.33227,LEO Ground Station
Marine Engineering,,,-3.654,128.195,LEO Ground Station
on7ndr,,,51.22917,3.541671,LEO Ground Station
HB9FPY-2,,,46.906,7.277,LEO Ground Station
M7SLI - Yagi435,,,51.241348,-0.60149,LEO Ground Station
HB9FPY-1,,,46.906,7.277,LEO Ground Station
Algol,,,56.017149,92.778481,LEO Ground Station
b095c09b3beaf14b9f87e24905e61f56aeaa772b,,,1e-06,1e-06,LEO Ground Station
W9TTY,,,41.96,-87.68,LEO Ground Station
WXGirl,,,26.11,-80.399,LEO Ground Station
IK1HGI,,,45.417,8.7747,LEO Ground Station
SWSU BAA,,,50.78,38.6,LEO Ground Station
Dmitry Pashkov R4UAB,,,54.072,44.996,LEO Ground Station
HK4FZ,,,6.17453,-75.5832,LEO Ground Station
Robert Guertin,,,29.6,-82.427361,LEO Ground Station
fr1di,,,-21.29601,55.45425,LEO Ground Station
In-Space Missions,,,51.15,-0.962,LEO Ground Station
JBSC,,,-31.9,115.8,LEO Ground Station
Atwell College,,,-31.95,115.8,LEO Ground Station
Atwell College,,,-32.1453,115.8647,LEO Ground Station
Radarvirtuel,,,48.094,-1.684,LEO Ground Station
EXPA Sitiny,,,50.002,16.223,LEO Ground Station
S2,,,1.343,103.681,LEO Ground Station
SanoSat-1: Bhaktapur,,,27.679,85.409,LEO Ground Station
(DL|IZ)2XHB,,,49.811187,8.56969,LEO Ground Station
Alejandro Pérez Martínez,,,6.179817,-75.583963,LEO Ground Station
VE2GVB,,,45.243164,-73.80553,LEO Ground Station
test,,,52.179,9.467,LEO Ground Station
Omni Dipole,,,34.11793,-117.47324,LEO Ground Station
KATHOUSE,,,51.195,0.896,LEO Ground Station
Endor,,,51.149,-0.962,LEO Ground Station
Wahyudi Pratama,,,-2.25311,113.9252,LEO Ground Station
esculca,,,40.61106115804979,-8.609370469843382,LEO Ground Station
LORA Feather and RPi in loft,,,52.479998,-0.899007,LEO Ground Station
bbr,,,17.244,78.48,LEO Ground Station
ISML Alton,,,51.149696,-0.961515,LEO Ground Station
IOIO antenna,,,51.149,-0.962,LEO Ground Station
Mock,,,78.0114,56.444,LEO Ground Station
rpi3-test,,,52.179,9.467,LEO Ground Station
blo,,,52.2,20.6,LEO Ground Station
HK4D-GuarneStation-RPI+SDR+BiasT V3,,,6.306,-75.467,LEO Ground Station
NyeGS,,,51.644139,-0.185813,LEO Ground Station
CadetsGroundStation,,,41.65,24.57,LEO Ground Station
Yagi Down Under,,,-27.552099,153.223877,LEO Ground Station
HKUST GS,,,22.33858,114.26408,LEO Ground Station
F4CQA,,,47.011,2.354,LEO Ground Station
Roof Yagi,,,38.6875,-9.334,LEO Ground Station
DalrySat61,,,55.70718,-4.722656,LEO Ground Station
JE9PEL/JR6,,,24.45874,124.14023,LEO Ground Station
IK6GZM,,,42.8958,13.4583,LEO Ground Station
BC WAFN,,,-32.093,116.043,LEO Ground Station
Geddes,,,-31.97546,115.88702,LEO Ground Station
NOAA_mobile,,,49.514524,16.084304,LEO Ground Station
Privat Test,,,26.1,38.8,LEO Ground Station
MyHomeDemoStation01,,,50.0,50.0,LEO Ground Station
JE6VHE UHF QFH,,,33.846155,130.905597,LEO Ground Station
g0bco,,,50.794331,-3.2083,LEO Ground Station
FCNA2021-2,,,44.10388,-84.45516,LEO Ground Station
Konkoly UHF,,,47.5,18.964,LEO Ground Station
G4MEM,,,54.0,-1.5,LEO Ground Station
IU0POY,,,41.76,12.35,LEO Ground Station
SatNOGS Test,,,35.137065,126.928298,LEO Ground Station
CIS Station,,,25.1042,55.375,LEO Ground Station
spectre,,,46.91,7.414,LEO Ground Station
BG7FDA,,,28.27653,113.15133,LEO Ground Station
UMSAT,,,-33.432,-70.619,LEO Ground Station
DARCSTAR,,,51.27883,7.18389,LEO Ground Station
F5WK,,,48.656,2.64,LEO Ground Station
ON4DPX,,,50.812,3.18,LEO Ground Station
ORION Space - QFH,,,27.679,85.41,LEO Ground Station
Sthlm,,,59.30225,18.10271,LEO Ground Station
ke7eqv - 001,,,45.474,-122.451,LEO Ground Station
m1evn_tgs,,,51.78105,0.90997,LEO Ground Station
Salvador SANZONE,,,-34.655826,-58.540316,LEO Ground Station
EA1CQP Benavente,,,42.0085,-5.6813,LEO Ground Station
STAZ. 1,,,41.5,12.6,LEO Ground Station
HS3LSE,,,14.91,103.49,LEO Ground Station
xv9pid,,,21.023,105.542,LEO Ground Station
DISCO-1 mobile ground station prototype,,,56.167288,10.198594,LEO Ground Station
Richard VE2DX,,,45.519892,-73.796258,LEO Ground Station
GSDur,,,37.297,-107.864,LEO Ground Station
PlzenFEL,,,49.724,13.349,LEO Ground Station
DL1YAQ,,,52.19587,7.84567,LEO Ground Station
YD7OIZ-OMNI,,,-2.253,113.925,LEO Ground Station
GS1-TEX,,,19.927,-98.438,LEO Ground Station
NYU Cubesat,,,40.69326,-73.98761,LEO Ground Station
Leonel A. Jimenez Ramirez,,,10.02359,-84.1899,LEO Ground Station
KE8PTU-RPi,,,42.281391,-83.738642,LEO Ground Station
test,,,39.96052872488913,116.35626722786711,LEO Ground Station
emarcind,,,53.93,14.55,LEO Ground Station
McKay,,,33.667,-117.757,LEO Ground Station
Cottesloe - 2m,,,-31.982,115.764,LEO Ground Station
Cottesloe - 70cm,,,-31.982,115.764,LEO Ground Station
PU2OYH Base,,,-23.521667,-46.793333,LEO Ground Station
University of Manitoba,,,49.805626,-97.14278,LEO Ground Station
DL4PD-tiny,,,50.749791,6.216148,LEO Ground Station
SPACECLUB_TO1,,,43.70444419541477,-79.36859432181807,LEO Ground Station
DLSouth,,,49.1042,8.5417,LEO Ground Station
OK1XHC,,,49.875351,14.901109,LEO Ground Station
Ground Station Tenerife,,,28.484,-16.327,LEO Ground Station
Martin VK6MJ,,,-32.528,115.747,LEO Ground Station
"Crestview - Winnipeg, Manitoba, Canada",,,49.897,-97.298,LEO Ground Station
Ignition,,,29.319,48.04,LEO Ground Station
OS - Uniquely,,,29.32,48.026,LEO Ground Station
PA2DX_test,,,53.178722,5.92635,LEO Ground Station
VK2WAY/SYD1,,,-33.888,151.198,LEO Ground Station
N6FR,,,33.87,-118.37,LEO Ground Station
IAUPRBC,,,18.354,-66.1821,LEO Ground Station
mesut dengibilgin,,,41.204038,29.044472,LEO Ground Station
Michael Luft,,,32.1042,34.7917,LEO Ground Station
The Light on the Hill.,,,-37.77083,143.625,LEO Ground Station
"Ohio University Airport, Station #2",,,39.211,-82.223,LEO Ground Station
OS - Uniquel-V0,,,29.319,48.04,LEO Ground Station
LU4WAC,,,-43.305,-65.098,LEO Ground Station
KI7TZP - Campbell,,,37.288,-121.946,LEO Ground Station
M7CBR - Experimental,,,53.728,-2.356,LEO Ground Station
f4iku,,,50.674,3.103,LEO Ground Station
EA3GKP Taucho-Tenerife,,,28.152591,-16.728621,LEO Ground Station
LEON CG,,,10.61,76.1,LEO Ground Station
Enrique Francisco Colombo,,,-34.609,-58.493,LEO Ground Station
AgroTech_001_TestSat,,,40.694338,-74.100155,LEO Ground Station
cubesats,,,41.946426,-87.707413,LEO Ground Station
CM2ESP,,,23.104,-82.458,LEO Ground Station
CSU Guyane,,,5.16096,-52.65401,LEO Ground Station
SAKIS PAPADOPOULOS,,,40.57643,22.96397,LEO Ground Station
Hilltop Cottage,,,53.271,-1.817,LEO Ground Station
BEEGND-5,,,52.512,13.327,LEO Ground Station
KU Station,,,27.679,85.41,LEO Ground Station
YV6AE,,,9.4375,-64.4583,LEO Ground Station
garage_uj,,,50.02943,19.90531,LEO Ground Station
INTEC_INL,,,18.487769004043226,-69.96347826487384,LEO Ground Station
Bloor/Yonge,,,43.670284,-79.380746,LEO Ground Station
arkMartin,,,47.321,7.844,LEO Ground Station
Alboin_Kontor_2m,,,52.466,13.37,LEO Ground Station
ha2ecm-satnogs,,,47.797983,18.742133,LEO Ground Station
TI4OP,,,9.978933,-83.98674,LEO Ground Station
Eriskiai,,,55.57,24.25,LEO Ground Station
DP_UHF,,,42.83,-86.17,LEO Ground Station
LVIV-1,,,49.805,24.006,LEO Ground Station
PrGPlm,,,48.7447,-3.4709,LEO Ground Station
FH-1,,,-35.05144,138.60487,LEO Ground Station
FH-2,,,-34.9178222,138.48088502883914,LEO Ground Station
home,,,35.663297,140.071863,LEO Ground Station
Rollerstation,,,41.168831,-81.440369,LEO Ground Station
TA2SUA-UHF,,,39.8914,32.6824,LEO Ground Station
ke7qvc,,,32.313,-110.862,LEO Ground Station
PItts,,,42.475923,-73.295303,LEO Ground Station
SPACECLUB_TO2,,,43.704,-79.369,LEO Ground Station
blkmsa_ground_station,,,34.027191,-117.10452,LEO Ground Station
G7EIX/W4 Home Station,,,36.071699,-78.536221,LEO Ground Station
ConnorLane,,,33.07647,-96.573,LEO Ground Station
Laz Dipole Station,,,41.182486,40.900039,LEO Ground Station
Wolfgang HB9RYZ,,,47.17,8.427,LEO Ground Station
CRD,,,-45.8573,-67.4974,LEO Ground Station
VK6HIL,,,-31.8227,115.7805,LEO Ground Station
Quantum GS,,,27.635073,85.328321,LEO Ground Station
AC6RB,,,33.60223,-117.710314,LEO Ground Station
Burnley,,,53.788,-2.296,LEO Ground Station
lu9mah,,,-34.72,-68.35,LEO Ground Station
EA1BCU,,,43.549,-5.922,LEO Ground Station
MAUSyagi,,,40.009,-105.248,LEO Ground Station
Krausnick Ground Station,,,52.0299,13.8284,LEO Ground Station
IGOSAT_rotor,,,48.827569,2.38043,LEO Ground Station
Murgrönsvägen,,,55.651,13.112,LEO Ground Station
SDR4FUN_SatNOGS_01,,,40.613,-3.711,LEO Ground Station
UpstateNY,,,43.455561,-76.234244,LEO Ground Station
Ponent Aerospace GS,,,41.605,0.606,LEO Ground Station
NU6XB,,,37.9,-122.29,LEO Ground Station
BEEGND-6,,,52.515059,13.323643,LEO Ground Station
MXL Low-cost GS,,,42.293162,-83.710778,LEO Ground Station
Nader Omer,,,15.64,32.500001,LEO Ground Station
VK2GPU Ground Station,,,-33.726,151.073,LEO Ground Station
Pérez-UHF,,,19.296117,-99.221475,LEO Ground Station
Raspberry,,,45.35,9.22,LEO Ground Station
SiamAngel,,,13.945788,100.570884,LEO Ground Station
Christian Monfrini  (LU1AEF),,,-34.62,-58.41,LEO Ground Station
KB3WFQ - V/U,,,40.238938,-75.499546,LEO Ground Station
KEREL-OPTICAL1,,,50.73644,7.11072,LEO Ground Station
SS,,,39.032,-76.969,LEO Ground Station
G7UXW,,,53.24,-2.477,LEO Ground Station
ESC01,,,50.007,5.22,LEO Ground Station
GS-CHASQUI-II,,,-12.024,-77.048,LEO Ground Station
Odyssey5,,,-35.188906,149.156208,LEO Ground Station
Reindeer,,,35.339,139.487,LEO Ground Station
H-Base1,,,-31.903707,115.787063,LEO Ground Station
hh,,,-31.903707,115.78707,LEO Ground Station
PA3EKM,,,53.18283,6.54443,LEO Ground Station
Bob Ambrose,,,51.535,0.733,LEO Ground Station
S51BW-1,,,46.04475,14.4676,LEO Ground Station
Home,,,39.750081,30.461605,LEO Ground Station
GS-CHASQUI-II PI4,,,-12.024,-77.048,LEO Ground Station
f4eca,,,45.603,4.314,LEO Ground Station
Friterie-1,,,49.896,8.834,LEO Ground Station
Space View,,,52.0723,9.44259,LEO Ground Station
SS2,,,39.032,-76.969,LEO Ground Station
GrountStationForTest,,,4.66666,-74.66666,LEO Ground Station
Jonathan Davis,,,33.42,-111.949,LEO Ground Station
KC4NGO,,,28.096,-82.046,LEO Ground Station
APU Ground Station,,,34.1338,-117.8951,LEO Ground Station
SpaceTCH GS,,,41.6845993,44.8983376,LEO Ground Station
SP5WOB,,,52.17115,20.554813,LEO Ground Station
Alberto Villegas,,,6.1748,-75.8832,LEO Ground Station
clay-KC1LJV,,,43.52,-71.465,LEO Ground Station
KC3RVH,,,38.885,-77.093,LEO Ground Station
UGA SSRL COSMO,,,33.94827,-83.376056,LEO Ground Station
Barnaby Osborne M6KGO,,,51.398,-0.293,LEO Ground Station
N2AL,,,35.76710464531428,-83.93730701610716,LEO Ground Station
ss3,,,39.032,-76.969,LEO Ground Station
SG1,,,49.61,14.9001,LEO Ground Station
SatStation UHF,,,45.23,20.22,LEO Ground Station
SKR-SAT,,,52.31389,14.44797,LEO Ground Station
SDR4FUN_SatNOGS_02,,,38.248,-0.52,LEO Ground Station
lkba,,,48.82209,16.84768,LEO Ground Station
FCNA2021,,,42.563,-83.154,LEO Ground Station
K9YO-UHF/VHF,,,42.28,-87.97,LEO Ground Station
Landot's Periodic Observation,,,44.0,4.13,LEO Ground Station
infinityGS,,,13.026,77.575,LEO Ground Station
YC8RPJ,,,1.449757,125.12673,LEO Ground Station
UNLaM San Justo,,,-34.666735,-58.566419,LEO Ground Station
SOLETOP A GS,,,36.393,127.405,LEO Ground Station
EMMA - EEA5LAM,,,20.75596,-103.450895,LEO Ground Station
HackaOThn,,,49.379291,12.709056,LEO Ground Station
plat0-1a,,,41.57,-87.812,LEO Ground Station
plat0-1b,,,41.57,-87.812,LEO Ground Station
EA4LE,,,40.5321,-3.9387,LEO Ground Station
Popeye 1,,,51.369646,0.116407,LEO Ground Station
Ground Station Zapopan,,,20.7966,-103.4524,LEO Ground Station
cnu-eeng,,,37.064,-76.494,LEO Ground Station
CITEC - FIUNA GS (Omnirectional Antenna) UHF,,,-25.295447,-57.487297,LEO Ground Station
CITEC - FIUNA GS (Directional Antenna) V/U,,,-25.295447,-57.487297,LEO Ground Station
CITEC - FIUNA GS (Omnirectional Antenna) VHF,,,-25.295447,-57.487297,LEO Ground Station
E.M.M.A.-F.A.M.,,,20.752405,-103.459008,LEO Ground Station
SPACECLUB_TO3,,,43.7517,-79.50365,LEO Ground Station
N3UPS,,,28.49828,-81.26666,LEO Ground Station
DL1AKC,,,49.854,8.625,LEO Ground Station
West Oxford,,,51.753,-1.278,LEO Ground Station
Mogielnica - UHF,,,49.9795889,21.9123033,LEO Ground Station
QFH-1,,,35.906667,-84.456111,LEO Ground Station
RamSat-Loudon,,,35.694,-84.27,LEO Ground Station
HB9AKP,,,46.546,6.515,LEO Ground Station
PumaYuki,,,19.294,-99.11,LEO Ground Station
Shamika_Satellite_GS,,,6.558,80.011,LEO Ground Station
DL1UNX RTL SAT,,,48.169,11.227,LEO Ground Station
VA3IHS,,,49.054,-122.487,LEO Ground Station
PP2LA,,,-15.989475,-48.045033,LEO Ground Station
VA3IHS-Vancouver,,,49.214,-123.092,LEO Ground Station
vk2pet western Aust Discone,,,-33.1657,117.2543,LEO Ground Station
vk2pet western Aust Causal antenna,,,-33.1657,117.2543,LEO Ground Station
Papenburg,,,53.088,7.413,LEO Ground Station
plat0-2a,,,41.569,-87.818,LEO Ground Station
EA3IGY,,,41.480906,1.911992,LEO Ground Station
KC4LE-2m,,,33.323,-86.888,LEO Ground Station
FroLSAT,,,41.403,2.187,LEO Ground Station
